avg_cluster_size	consistency	t	combo
690	0.2721287917038878	1.3356001377105713	ba + he + hy
695	0.2721287917038878	1.363473892211914	ba + he + hy
700	0.27282790227987724	1.556760311126709	ba + he + hy
705	0.27282790227987724	1.3389155864715576	ba + he + hy
710	0.27282790227987724	1.3588249683380127	ba + he + hy
715	0.25313628772284147	1.4160683155059814	ba + he + hy
720	0.25313628772284147	1.4219436645507812	ba + he + hy
725	0.25313628772284147	1.4648551940917969	ba + he + hy
730	0.25313628772284147	1.4669971466064453	ba + he + hy
735	0.2624383423311454	1.338036298751831	ba + he + hy
740	0.2624383423311454	1.353644847869873	ba + he + hy
745	0.2624383423311454	1.346198320388794	ba + he + hy
750	0.2624383423311454	1.3387410640716553	ba + he + hy
755	0.24397017128209111	1.3421084880828857	ba + he + hy
760	0.24397017128209111	1.3411955833435059	ba + he + hy
765	0.24397017128209111	1.412130355834961	ba + he + hy
770	0.24397017128209111	1.4111101627349854	ba + he + hy
775	0.27599331961005164	1.3354411125183105	ba + he + hy
780	0.27599331961005164	1.3249311447143555	ba + he + hy
785	0.27599331961005164	1.329472541809082	ba + he + hy
790	0.27599331961005164	1.3497240543365479	ba + he + hy
795	0.2615644541111586	1.3808255195617676	ba + he + hy
800	0.2615644541111586	1.3943235874176025	ba + he + hy
805	0.2615644541111586	1.3894431591033936	ba + he + hy
810	0.2615644541111586	1.5867335796356201	ba + he + hy
815	0.2615644541111586	1.3257865905761719	ba + he + hy
820	0.27612925777760516	1.3250911235809326	ba + he + hy
825	0.27612925777760516	1.3666408061981201	ba + he + hy
830	0.27612925777760516	1.4218964576721191	ba + he + hy
835	0.27612925777760516	1.4283437728881836	ba + he + hy
840	0.27612925777760516	1.4591269493103027	ba + he + hy
845	0.2478735386646988	1.45782470703125	ba + he + hy
850	0.2478735386646988	1.468080997467041	ba + he + hy
855	0.2478735386646988	1.3408081531524658	ba + he + hy
860	0.2478735386646988	1.3279354572296143	ba + he + hy
865	0.2478735386646988	1.4392080307006836	ba + he + hy
870	0.26795354798617316	1.3937225341796875	ba + he + hy
875	0.26795354798617316	1.3320140838623047	ba + he + hy
880	0.26795354798617316	1.327408790588379	ba + he + hy
885	0.26795354798617316	1.3973057270050049	ba + he + hy
890	0.26795354798617316	1.409832239151001	ba + he + hy
895	0.27855672505534623	1.3993780612945557	ba + he + hy
900	0.27855672505534623	1.5525407791137695	ba + he + hy
905	0.27855672505534623	1.333723545074463	ba + he + hy
910	0.27855672505534623	1.3207108974456787	ba + he + hy
915	0.27855672505534623	1.364389419555664	ba + he + hy
920	0.27855672505534623	1.4251651763916016	ba + he + hy
925	0.26686604264574515	1.4165196418762207	ba + he + hy
930	0.26686604264574515	1.4317491054534912	ba + he + hy
935	0.26686604264574515	1.4196515083312988	ba + he + hy
940	0.26686604264574515	1.4568374156951904	ba + he + hy
945	0.26686604264574515	1.3467352390289307	ba + he + hy
950	0.26686604264574515	1.3302817344665527	ba + he + hy
955	0.26944886782926164	1.3265368938446045	ba + he + hy
960	0.26944886782926164	1.3384435176849365	ba + he + hy
965	0.26944886782926164	1.3417072296142578	ba + he + hy
970	0.26944886782926164	1.3462464809417725	ba + he + hy
975	0.26944886782926164	1.3403642177581787	ba + he + hy
980	0.26944886782926164	1.3391315937042236	ba + he + hy
985	0.26944886782926164	1.3534080982208252	ba + he + hy
990	0.26366178583912686	1.3441407680511475	ba + he + hy
995	0.26366178583912686	1.3900375366210938	ba + he + hy
1000	0.26366178583912686	1.3877086639404297	ba + he + hy
205	0.22177341049442653	1.4405186176300049	z
210	0.20619878044043966	1.4401023387908936	z
215	0.22185108944731424	1.4339931011199951	z
220	0.2208606827979959	1.431976079940796	z
225	0.2207247446304424	1.4385461807250977	z
230	0.22068590515399852	1.429992914199829	z
235	0.2196566590282363	1.4354829788208008	z
240	0.2154619955722997	1.48045015335083	z
245	0.21590864955140404	1.491637945175171	z
250	0.2160640074571795	1.423872709274292	z
255	0.2148599836874199	1.4286706447601318	z
260	0.2187827708082495	1.426469326019287	z
265	0.20948071619994563	1.4409739971160889	z
270	0.2197925971957898	1.4310734272003174	z
275	0.22577387656814385	1.4403505325317383	z
280	0.22441449489260884	1.4325120449066162	z
285	0.22812366489299724	1.4340934753417969	z
290	0.2310560453645085	1.423384189605713	z
295	0.21095661630481222	1.4194064140319824	z
300	0.21097603604303414	1.4383413791656494	z
305	0.21052938206392977	1.4409055709838867	z
310	0.21072357944614906	1.4325628280639648	z
315	0.237736435312852	1.4252898693084717	z
320	0.2367266089253117	1.419600486755371	z
325	0.22658950557346488	1.421757698059082	z
330	0.23919291567949663	1.4225902557373047	z
335	0.2102769254670447	1.4501118659973145	z
340	0.2086456674564027	1.4265787601470947	z
345	0.21707383384471976	1.4275214672088623	z
350	0.2106070610168175	1.4082915782928467	z
355	0.2409795315959141	1.4088873863220215	z
360	0.24181458033945702	1.423224925994873	z
365	0.22340466850506854	1.5693719387054443	z
370	0.21192760321590864	1.4180958271026611	z
375	0.22528838311259564	1.414269208908081	z
380	0.22554083970948072	1.4092929363250732	z
385	0.22792946751077794	1.4236187934875488	z
390	0.22530780285081758	1.4206831455230713	z
395	0.22635646871480172	1.4114806652069092	z
400	0.22503592651571055	1.4280517101287842	z
405	0.2526702140055152	1.4535534381866455	z
410	0.21287917038878315	1.4424033164978027	z
415	0.24777643997358917	1.48948335647583	z
420	0.24777643997358917	1.3952908515930176	z
425	0.22513302520682021	1.400435209274292	z
430	0.22367654484017555	1.3974502086639404	z
435	0.2274245543170078	1.4088010787963867	z
440	0.24546549112517962	1.4257283210754395	z
445	0.24546549112517962	1.4797744750976562	z
450	0.22676428321746223	1.411336898803711	z
455	0.22657008583524293	1.3949298858642578	z
460	0.22657008583524293	1.468940258026123	z
465	0.22577387656814385	1.477985143661499	z
470	0.2245698527983843	1.5882835388183594	z
475	0.2245698527983843	1.3805031776428223	z
480	0.21076241892259293	1.3761487007141113	z
485	0.240183322328815	1.3853955268859863	z
490	0.240183322328815	1.394214153289795	z
495	0.22515244494504214	1.3926067352294922	z
500	0.22515244494504214	1.4015767574310303	z
505	0.22433681593972113	1.3908042907714844	z
510	0.22433681593972113	1.3883533477783203	z
515	0.2292500097098691	1.4981300830841064	z
520	0.2362022759933196	1.390000581741333	z
525	0.2362022759933196	1.4241609573364258	z
530	0.2298520215947489	1.4597458839416504	z
535	0.2298520215947489	1.4569051265716553	z
540	0.22812366489299724	1.3763933181762695	z
545	0.22812366489299724	1.3886008262634277	z
550	0.2548452246863712	1.3912725448608398	z
555	0.2548452246863712	1.3874626159667969	z
560	0.2548452246863712	1.392719030380249	z
565	0.25601040897968697	1.4019479751586914	z
570	0.25601040897968697	1.4182672500610352	z
575	0.2276187516992271	1.5773303508758545	z
580	0.2276187516992271	1.3959379196166992	z
585	0.2545733483512642	1.3813269138336182	z
590	0.2545733483512642	1.4033381938934326	z
595	0.2545733483512642	1.3996281623840332	z
600	0.25265079426729325	1.380009412765503	z
605	0.25265079426729325	1.377176284790039	z
610	0.21313162698566823	1.3888909816741943	z
615	0.21313162698566823	1.3893194198608398	z
620	0.21313162698566823	1.3917131423950195	z
625	0.2215403736357634	1.399580955505371	z
630	0.2215403736357634	1.4487767219543457	z
635	0.2215403736357634	1.3886299133300781	z
640	0.25744746960810966	1.3861916065216064	z
645	0.25744746960810966	1.4233598709106445	z
650	0.24268846855944382	1.458512544631958	z
655	0.24268846855944382	1.4504916667938232	z
660	0.24268846855944382	1.5181221961975098	z
665	0.21555909426340933	1.3813951015472412	z
670	0.21555909426340933	1.3719251155853271	z
675	0.21555909426340933	1.3891606330871582	z
680	0.21555909426340933	1.4553947448730469	z
685	0.23264846389870664	1.4493663311004639	z
690	0.23264846389870664	1.6124639511108398	z
695	0.23264846389870664	1.3729491233825684	z
700	0.24311570280032624	1.3759636878967285	z
705	0.24311570280032624	1.4116935729980469	z
710	0.24311570280032624	1.4695279598236084	z
715	0.25628228531479397	1.4686732292175293	z
720	0.25628228531479397	1.3626046180725098	z
725	0.25628228531479397	1.3706021308898926	z
730	0.25628228531479397	1.3735377788543701	z
735	0.25958364081252183	1.3860700130462646	z
740	0.25958364081252183	1.3913636207580566	z
745	0.25958364081252183	1.4020380973815918	z
750	0.25958364081252183	1.4118728637695312	z
755	0.23266788363692859	1.4247698783874512	z
760	0.23266788363692859	1.4248178005218506	z
765	0.23266788363692859	1.6246192455291748	z
770	0.23266788363692859	1.3756675720214844	z
775	0.2351147706528916	1.4192299842834473	z
780	0.2351147706528916	1.4640512466430664	z
785	0.2351147706528916	1.4364049434661865	z
790	0.2351147706528916	1.482539415359497	z
795	0.24344583835009903	1.3666484355926514	z
800	0.24344583835009903	1.3793725967407227	z
805	0.24344583835009903	1.384131908416748	z
810	0.24344583835009903	1.4617571830749512	z
815	0.24344583835009903	1.4671411514282227	z
820	0.23055113217073833	1.4533793926239014	z
825	0.23055113217073833	1.3730828762054443	z
830	0.23055113217073833	1.3677921295166016	z
835	0.23055113217073833	1.4053850173950195	z
840	0.23055113217073833	1.463331699371338	z
845	0.2403192604963685	1.460266351699829	z
850	0.2403192604963685	1.3995938301086426	z
855	0.2403192604963685	1.390608310699463	z
860	0.2403192604963685	1.4147872924804688	z
865	0.2403192604963685	1.4235947132110596	z
870	0.22321047112284925	1.3794074058532715	z
875	0.22321047112284925	1.375504970550537	z
880	0.22321047112284925	1.48368501663208	z
885	0.22321047112284925	1.4262995719909668	z
890	0.22321047112284925	1.3596510887145996	z
895	0.24255253039189031	1.3667738437652588	z
900	0.24255253039189031	1.3820345401763916	z
905	0.24255253039189031	1.3940372467041016	z
910	0.24255253039189031	1.3741052150726318	z
915	0.24255253039189031	1.377457618713379	z
920	0.24255253039189031	1.3728220462799072	z
925	0.24628112013050063	1.3745462894439697	z
930	0.24628112013050063	1.374866247177124	z
935	0.24628112013050063	1.3823161125183105	z
940	0.24628112013050063	1.3880586624145508	z
945	0.24628112013050063	1.3772096633911133	z
950	0.24628112013050063	1.3706908226013184	z
955	0.253000349555288	1.4457085132598877	z
960	0.253000349555288	1.4554681777954102	z
965	0.253000349555288	1.4987201690673828	z
970	0.253000349555288	1.497962474822998	z
975	0.253000349555288	1.3642876148223877	z
980	0.253000349555288	1.3599555492401123	z
985	0.253000349555288	1.3653950691223145	z
990	0.21967607876645823	1.3661952018737793	z
995	0.21967607876645823	1.3753855228424072	z
1000	0.21967607876645823	1.380204439163208	z
205	0.2258515555210316	20.451762199401855	pI + z
210	0.22825960306055074	19.931828498840332	pI + z
215	0.2280848254165534	19.86213183403015	pI + z
220	0.25214588107352315	19.94506812095642	pI + z
225	0.25204878238241346	19.71627902984619	pI + z
230	0.25068940070687845	19.609124660491943	pI + z
235	0.2522429797646328	19.611786603927612	pI + z
240	0.24870858740824173	19.887712478637695	pI + z
245	0.24830077290558122	19.672304391860962	pI + z
250	0.2486114887171321	19.66385507583618	pI + z
255	0.2495047966753408	19.781825304031372	pI + z
260	0.20847088981240533	19.559600591659546	pI + z
265	0.20396551054491785	19.60362458229065	pI + z
270	0.2305899716471822	19.63076901435852	pI + z
275	0.2213461762535441	19.820752382278442	pI + z
280	0.22719151745834465	19.686083793640137	pI + z
285	0.23171631646405405	19.571802139282227	pI + z
290	0.2257156173534781	19.562855005264282	pI + z
295	0.21987027614867752	19.657585620880127	pI + z
300	0.22507476599215442	19.58332395553589	pI + z
305	0.2236377053637317	19.57870888710022	pI + z
310	0.19990678525653474	19.60944676399231	pI + z
315	0.2556608536916922	19.69292402267456	pI + z
320	0.25364120091661163	19.693220853805542	pI + z
325	0.22408435934283605	19.73674464225769	pI + z
330	0.25606866819435276	19.59237313270569	pI + z
335	0.22732745562589815	19.597483158111572	pI + z
340	0.22097720122732745	19.693182706832886	pI + z
345	0.22989086107119275	19.610541343688965	pI + z
350	0.23319221656892064	19.58903956413269	pI + z
355	0.2534275837961704	19.550005435943604	pI + z
360	0.2533887443197266	19.570451021194458	pI + z
365	0.20940303724705792	19.675971269607544	pI + z
370	0.21359770070299453	19.632322788238525	pI + z
375	0.2388821998679458	19.61541247367859	pI + z
380	0.2291140715423156	19.589478254318237	pI + z
385	0.230376354526741	19.677118062973022	pI + z
390	0.2341049442653513	19.66667079925537	pI + z
395	0.23445449955334602	19.585228204727173	pI + z
400	0.2242397172486115	19.595178365707397	pI + z
405	0.2529420903406222	19.56396508216858	pI + z
410	0.2562240261001282	19.52077341079712	pI + z
415	0.2547481259952616	19.57669973373413	pI + z
420	0.2547481259952616	19.62681531906128	pI + z
425	0.22672544374101838	19.724907159805298	pI + z
430	0.232823241542704	19.545957565307617	pI + z
435	0.25971957898007536	19.525157928466797	pI + z
440	0.2581271604458772	19.6071674823761	pI + z
445	0.2581271604458772	19.629119396209717	pI + z
450	0.23404668505068552	19.619858026504517	pI + z
455	0.2284343807045481	19.601563930511475	pI + z
460	0.2284343807045481	19.58231472969055	pI + z
465	0.25536955761836333	19.75752353668213	pI + z
470	0.23128908222317163	19.567018508911133	pI + z
475	0.23128908222317163	19.73603105545044	pI + z
480	0.24066881578436322	20.02295231819153	pI + z
485	0.262263564687148	20.283271074295044	pI + z
490	0.262263564687148	20.325594425201416	pI + z
495	0.25519477997436596	20.333551168441772	pI + z
500	0.25519477997436596	20.26873779296875	pI + z
505	0.2321435507049365	20.23023819923401	pI + z
510	0.2321435507049365	20.084396839141846	pI + z
515	0.2349205732706723	20.162113666534424	pI + z
520	0.25890394997475435	20.01366114616394	pI + z
525	0.25890394997475435	19.605000257492065	pI + z
530	0.26045752903250863	19.599836826324463	pI + z
535	0.26045752903250863	19.59999108314514	pI + z
540	0.22806540567833145	19.5003604888916	pI + z
545	0.22806540567833145	19.98400592803955	pI + z
550	0.267176758457296	19.488375425338745	pI + z
555	0.267176758457296	20.026688814163208	pI + z
560	0.267176758457296	19.956475496292114	pI + z
565	0.25645706295879134	19.97638964653015	pI + z
570	0.25645706295879134	19.71178960800171	pI + z
575	0.23016273740629975	20.265364170074463	pI + z
580	0.23016273740629975	20.00902557373047	pI + z
585	0.2594865421214122	19.684229850769043	pI + z
590	0.2594865421214122	19.695103406906128	pI + z
595	0.2594865421214122	19.836700201034546	pI + z
600	0.25702023536722723	19.996896982192993	pI + z
605	0.25702023536722723	19.918708324432373	pI + z
610	0.21534547714296812	19.99230122566223	pI + z
615	0.21534547714296812	20.102189779281616	pI + z
620	0.21534547714296812	19.924741983413696	pI + z
625	0.2353866469879986	19.563316345214844	pI + z
630	0.2353866469879986	20.066688776016235	pI + z
635	0.2353866469879986	20.24349570274353	pI + z
640	0.24734920573270672	20.110026597976685	pI + z
645	0.24734920573270672	20.09707522392273	pI + z
650	0.256262865576572	20.050345420837402	pI + z
655	0.256262865576572	19.820152521133423	pI + z
660	0.256262865576572	20.137004613876343	pI + z
665	0.26342874898046376	19.91902804374695	pI + z
670	0.26342874898046376	20.066537141799927	pI + z
675	0.26342874898046376	19.765341997146606	pI + z
680	0.26342874898046376	19.905413150787354	pI + z
685	0.2613314172524954	20.187836408615112	pI + z
690	0.2613314172524954	19.97869896888733	pI + z
695	0.2613314172524954	20.179621696472168	pI + z
700	0.265817376781761	19.79990816116333	pI + z
705	0.265817376781761	19.930731058120728	pI + z
710	0.265817376781761	20.035165309906006	pI + z
715	0.2656425991377636	20.07339310646057	pI + z
720	0.2656425991377636	19.997422456741333	pI + z
725	0.2656425991377636	19.755687713623047	pI + z
730	0.2656425991377636	19.844322204589844	pI + z
735	0.25826309861343066	19.84000277519226	pI + z
740	0.25826309861343066	19.84001922607422	pI + z
745	0.25826309861343066	19.96933937072754	pI + z
750	0.25826309861343066	20.058085918426514	pI + z
755	0.25078649939798814	19.882535934448242	pI + z
760	0.25078649939798814	20.083594799041748	pI + z
765	0.25078649939798814	19.900322437286377	pI + z
770	0.25078649939798814	19.913094520568848	pI + z
775	0.26327339107468833	19.80869221687317	pI + z
780	0.26327339107468833	20.20898413658142	pI + z
785	0.26327339107468833	19.934006690979004	pI + z
790	0.26327339107468833	20.088814973831177	pI + z
795	0.2617780712315998	20.07801103591919	pI + z
800	0.2617780712315998	19.773239135742188	pI + z
805	0.2617780712315998	19.988926649093628	pI + z
810	0.2617780712315998	20.01834487915039	pI + z
815	0.2617780712315998	20.147075653076172	pI + z
820	0.23183283489338563	20.201326370239258	pI + z
825	0.23183283489338563	20.134063243865967	pI + z
830	0.23183283489338563	20.05095911026001	pI + z
835	0.23183283489338563	19.937414407730103	pI + z
840	0.23183283489338563	19.88175392150879	pI + z
845	0.25581621159746765	19.926019430160522	pI + z
850	0.25581621159746765	19.958184480667114	pI + z
855	0.25581621159746765	19.981120586395264	pI + z
860	0.25581621159746765	19.95734477043152	pI + z
865	0.25581621159746765	20.072430849075317	pI + z
870	0.25298092981706605	19.922119617462158	pI + z
875	0.25298092981706605	19.81972360610962	pI + z
880	0.25298092981706605	20.115888118743896	pI + z
885	0.25298092981706605	20.13084602355957	pI + z
890	0.25298092981706605	20.076107263565063	pI + z
895	0.2634093292422418	20.364539623260498	pI + z
900	0.2634093292422418	20.27151608467102	pI + z
905	0.2634093292422418	19.699756622314453	pI + z
910	0.2634093292422418	19.767550468444824	pI + z
915	0.2634093292422418	20.067227602005005	pI + z
920	0.2634093292422418	20.045347929000854	pI + z
925	0.2516992270944188	19.929643630981445	pI + z
930	0.2516992270944188	19.854509592056274	pI + z
935	0.2516992270944188	19.96860408782959	pI + z
940	0.2516992270944188	20.093905210494995	pI + z
945	0.2516992270944188	19.78880023956299	pI + z
950	0.2516992270944188	19.99446392059326	pI + z
955	0.2744591602905193	19.66942262649536	pI + z
960	0.2744591602905193	19.894933223724365	pI + z
965	0.2744591602905193	20.004372596740723	pI + z
970	0.2744591602905193	20.058266162872314	pI + z
975	0.2744591602905193	20.0297110080719	pI + z
980	0.2744591602905193	19.95594573020935	pI + z
985	0.2744591602905193	19.85262131690979	pI + z
990	0.2672932768866276	19.832711935043335	pI + z
995	0.2672932768866276	20.154133081436157	pI + z
1000	0.2672932768866276	20.09853720664978	pI + z
205	0.2226278789761914	1.8090298175811768	ms + z
210	0.2233658290286247	1.8036530017852783	ms + z
215	0.21913232609624422	1.810119390487671	ms + z
220	0.21794772206470656	1.7949700355529785	ms + z
225	0.217559327300268	1.8145771026611328	ms + z
230	0.2176175865149338	1.780883550643921	ms + z
235	0.21781178389715306	1.78489351272583	ms + z
240	0.21550083504874354	1.8732407093048096	ms + z
245	0.21495708237852953	1.7819092273712158	ms + z
250	0.21656892065094963	1.8443453311920166	ms + z
255	0.21590864955140404	1.7900898456573486	ms + z
260	0.2209383617508836	1.7811169624328613	ms + z
265	0.20860682797995883	1.945434331893921	ms + z
270	0.22488056860993513	2.045532464981079	ms + z
275	0.22528838311259564	1.7745447158813477	ms + z
280	0.22765759117567094	1.8279552459716797	ms + z
285	0.22091894201266166	1.8808162212371826	ms + z
290	0.2357944614906591	1.7728829383850098	ms + z
295	0.22144327494465374	1.7594528198242188	ms + z
300	0.21680195750961276	1.8085317611694336	ms + z
305	0.2247057909659378	1.9199457168579102	ms + z
310	0.20668427389598787	1.7884483337402344	ms + z
315	0.23554200489377403	1.7687890529632568	ms + z
320	0.22115197887132482	1.7602570056915283	ms + z
325	0.23806657086262478	1.8010025024414062	ms + z
330	0.23880452091505808	1.841033697128296	ms + z
335	0.21198586243057443	1.9927914142608643	ms + z
340	0.22544374101837109	1.7555737495422363	ms + z
345	0.22548258049481493	1.8303275108337402	ms + z
350	0.2105488018021517	1.8976209163665771	ms + z
355	0.2285508991338797	1.7570266723632812	ms + z
360	0.2431351225385482	1.757429838180542	ms + z
365	0.21818075892336972	1.752406358718872	ms + z
370	0.2089952227443974	1.7593560218811035	ms + z
375	0.22385132248417292	1.7559211254119873	ms + z
380	0.21990911562512136	1.7672691345214844	ms + z
385	0.22806540567833145	1.7885122299194336	ms + z
390	0.224919408086379	1.834946870803833	ms + z
395	0.22332698955218083	1.976837396621704	ms + z
400	0.2232298908610712	1.7623631954193115	ms + z
405	0.253544102225502	1.8014910221099854	ms + z
410	0.22074416436866431	1.8855383396148682	ms + z
415	0.247543403114926	1.738696575164795	ms + z
420	0.247543403114926	1.7537627220153809	ms + z
425	0.2277546898667806	1.7529656887054443	ms + z
430	0.22831786227521653	1.7862977981567383	ms + z
435	0.23270672311337243	1.7692787647247314	ms + z
440	0.2469219714918243	1.773400068283081	ms + z
445	0.2469219714918243	1.7541279792785645	ms + z
450	0.2221618052588651	1.7639787197113037	ms + z
455	0.22736629510234202	1.891047716140747	ms + z
460	0.22736629510234202	1.7540581226348877	ms + z
465	0.2272109371965666	1.7494666576385498	ms + z
470	0.22122965782421253	1.7694673538208008	ms + z
475	0.22122965782421253	1.7596800327301025	ms + z
480	0.22723035693478852	1.765185832977295	ms + z
485	0.251097215209539	1.756075382232666	ms + z
490	0.251097215209539	1.764345645904541	ms + z
495	0.22544374101837109	1.7480173110961914	ms + z
500	0.22544374101837109	1.7547383308410645	ms + z
505	0.2292500097098691	1.7637298107147217	ms + z
510	0.2292500097098691	1.7593474388122559	ms + z
515	0.22596807395036314	1.7602322101593018	ms + z
520	0.2301821571445217	1.7736363410949707	ms + z
525	0.2301821571445217	1.7857856750488281	ms + z
530	0.2265312463587991	1.7774567604064941	ms + z
535	0.2265312463587991	1.789097547531128	ms + z
540	0.22763817143744902	1.830437183380127	ms + z
545	0.22763817143744902	1.8202307224273682	ms + z
550	0.2520099429059696	1.7678391933441162	ms + z
555	0.2520099429059696	1.7671806812286377	ms + z
560	0.2520099429059696	1.7674005031585693	ms + z
565	0.2532139666757292	1.7787292003631592	ms + z
570	0.2532139666757292	1.7718119621276855	ms + z
575	0.23185225463160758	1.782214641571045	ms + z
580	0.23185225463160758	1.899817705154419	ms + z
585	0.2489610440051268	1.892707347869873	ms + z
590	0.2489610440051268	1.9754958152770996	ms + z
595	0.2489610440051268	1.7439830303192139	ms + z
600	0.2533887443197266	1.8084766864776611	ms + z
605	0.2533887443197266	1.8195838928222656	ms + z
610	0.2380277313861809	1.7530193328857422	ms + z
615	0.2380277313861809	1.7631385326385498	ms + z
620	0.2380277313861809	1.7392933368682861	ms + z
625	0.2255796791859246	1.7349853515625	ms + z
630	0.2255796791859246	1.7345049381256104	ms + z
635	0.2255796791859246	1.745006799697876	ms + z
640	0.2480094768322523	1.7529873847961426	ms + z
645	0.2480094768322523	1.757093906402588	ms + z
650	0.24433914630830778	1.7559444904327393	ms + z
655	0.24433914630830778	1.7325570583343506	ms + z
660	0.24433914630830778	1.7631731033325195	ms + z
665	0.21773410494426534	1.7432806491851807	ms + z
670	0.21773410494426534	1.757838249206543	ms + z
675	0.21773410494426534	1.7660889625549316	ms + z
680	0.21773410494426534	1.7950294017791748	ms + z
685	0.23905697751194313	1.902069091796875	ms + z
690	0.23905697751194313	1.7534127235412598	ms + z
695	0.23905697751194313	1.7817530632019043	ms + z
700	0.25379655882238705	1.8633058071136475	ms + z
705	0.25379655882238705	1.8630914688110352	ms + z
710	0.25379655882238705	1.9887151718139648	ms + z
715	0.2633316502893541	1.74578857421875	ms + z
720	0.2633316502893541	1.7400949001312256	ms + z
725	0.2633316502893541	1.7333974838256836	ms + z
730	0.2633316502893541	1.7338171005249023	ms + z
735	0.2416009632190158	1.743839979171753	ms + z
740	0.2416009632190158	1.7464804649353027	ms + z
745	0.2416009632190158	1.7762248516082764	ms + z
750	0.2416009632190158	1.8087248802185059	ms + z
755	0.23561968384666174	1.7976326942443848	ms + z
760	0.23561968384666174	1.7318401336669922	ms + z
765	0.23561968384666174	1.8985264301300049	ms + z
770	0.23561968384666174	1.7719182968139648	ms + z
775	0.2406493960461413	1.74180269241333	ms + z
780	0.2406493960461413	1.844092845916748	ms + z
785	0.2406493960461413	1.8304455280303955	ms + z
790	0.2406493960461413	1.8630154132843018	ms + z
795	0.2536994601312774	1.8503198623657227	ms + z
800	0.2536994601312774	1.8066909313201904	ms + z
805	0.2536994601312774	1.724386215209961	ms + z
810	0.2536994601312774	1.7274456024169922	ms + z
815	0.2536994601312774	1.8183467388153076	ms + z
820	0.2443585660465297	1.7664110660552979	ms + z
